,date,ticker,shares,price_per_share
4,05/16/2023,SQ,7267013.82741325,78.00122278783718
5,05/16/2023,COIN,8167042.9273341205,63.93059882520268
6,05/16/2023,EXAS,4266561.13334767,110.05490551678669
7,05/16/2023,SHOP,5908475.438310203,77.89516280821931
8,05/16/2023,U,8584114.65898717,49.10577056306352
9,05/16/2023,TWLO,4621112.183252727,80.2166979176322
10,05/16/2023,DKNG UW,12639404.340981033,29.26076993234623
11,05/16/2023,NTLA,6770559.706029417,53.701703013170274
12,05/16/2023,CRSP,5074474.718565656,69.45750220751054
13,05/16/2023,TDOC,11861002.737559851,29.69679429299738
14,05/16/2023,RBLX,6866636.1050133705,47.8801885763684
15,05/16/2023,DNA,112290115.08259255,2.2979662250533677
16,05/16/2023,BEAM,6089741.793745517,40.067103411186935
17,05/16/2023,PACB,14356565.465216579,15.685092541261707
18,05/16/2023,HOOD,18896862.832089487,11.760873295401339
19,05/16/2023,PD,7530266.893922427,26.998157033832143
20,05/16/2023,TXG,2160780.1637149346,69.19824447955581
21,05/16/2023,VCYT,4551882.55411234,31.252340660725814
22,05/16/2023,PLTR,5009248.896595472,19.562174018403034
23,05/16/2023,TWST,3739302.3524593776,21.930846896534977
24,05/16/2023,META,150107.33254381543,332.12093395220063
25,05/16/2023,TER,367342.07086714864,129.73492395698736
26,05/16/2023,CERS,13419748.454687236,3.1464460619961514
27,05/16/2023,VERV,1719542.8454791491,23.38033328464555
28,05/16/2023,TWOU,6026462.474887245,5.220507885634065
29,05/16/2023,NVTA,19057069.02206061,1.4966241568296292
0,05/15/2023,TSLA,3801371.6255824394,307.5824502850025
1,05/15/2023,ROKU,9178375.454962699,86.24087849921426
2,05/15/2023,ZM,8424038.1480944,84.06532463045356
3,05/15/2023,PATH,29146014.327131994,22.536814938819045
4,05/15/2023,SQ,7319047.397477608,79.55796164268978
5,05/15/2023,COIN,8225520.922624977,65.20651788964977
6,05/15/2023,EXAS,4297110.739133261,112.2513678472699
7,05/15/2023,SHOP,5950781.546155093,79.44978493098343
8,05/15/2023,U,8645578.988374291,50.085817520031455
9,05/15/2023,TWLO,4654200.45998828,81.81765295388868
10,05/15/2023,DKNG UW,12729905.521654071,29.844752796313443
11,05/15/2023,NTLA,6819038.5449590525,54.773475027305835
12,05/15/2023,CRSP,5110809.180296313,70.84372653301307
13,05/15/2023,TDOC,11945930.375188697,30.289479277772806
14,05/15/2023,RBLX,6915802.874110307,48.83577551809163
15,05/15/2023,DNA,113094139.36401665,2.3438287536371805
16,05/15/2023,BEAM,6133345.812373276,40.8667577557252
17,05/15/2023,PACB,14459361.933306389,15.998133697903013
18,05/15/2023,HOOD,19032168.92335643,11.99559536476875
19,05/15/2023,PD,7584185.4193764655,27.536982946578373
20,05/15/2023,TXG,2176251.870348849,70.57929457106427
21,05/15/2023,VCYT,4584475.130021673,31.876071049465665
22,05/15/2023,PLTR,5045116.325724004,19.95259349250113
23,05/15/2023,TWST,3766076.6583255017,22.368540053942542
24,05/15/2023,META,151182.13721470084,338.74936289106006
25,05/15/2023,TER,369972.3286093244,132.32415768611142
26,05/15/2023,CERS,13515837.087246174,3.209242447287833
27,05/15/2023,VERV,1731855.186593925,23.846955113929056
28,05/15/2023,TWOU,6069613.398344191,5.324698142878317
29,05/15/2023,NVTA,19193522.228251036,1.5264935985226764
0,05/14/2023,TSLA,3786046.929867851,314.3731052214933
1,05/14/2023,ROKU,9141374.123639299,88.14486244486966
2,05/14/2023,ZM,8390077.821658848,85.92127776159137
3,05/14/2023,PATH,29028516.26462991,23.03437171904258
4,05/14/2023,SQ,7289541.686030676,81.31440341778288
5,05/14/2023,COIN,8192360.890497392,66.64611550709654
6,05/14/2023,EXAS,4279787.540820858,114.72959865820728
7,05/14/2023,SHOP,5926791.806281965,81.20383843353146
8,05/14/2023,U,8610725.551161882,51.19158770840024
9,05/14/2023,TWLO,4635437.704628078,83.62398308881221
10,05/14/2023,DKNG UW,12678586.695764504,30.503650655137463
11,05/14/2023,NTLA,6791548.548962796,55.982737025961114
12,05/14/2023,CRSP,5090205.671021851,72.40777968641974
13,05/14/2023,TDOC,11897772.034973966,30.958195590393238
14,05/14/2023,RBLX,6887922.786313951,49.913947890384016
15,05/14/2023,DNA,112638216.22795883,2.395574658780428
16,05/14/2023,BEAM,6108620.0903064255,41.768994050530544
17,05/14/2023,PACB,14401071.046836937,16.351332670957692
18,05/14/2023,HOOD,18955443.407867163,12.26042825365573
19,05/14/2023,PD,7553610.841239251,28.144930991107504
20,05/14/2023,TXG,2167478.6166403824,72.13750972491631
21,05/14/2023,VCYT,4565993.462534633,32.579815359413836
22,05/14/2023,PLTR,5024777.647964611,20.393097095259034
23,05/14/2023,TWST,3750894.249313384,22.862381743540407
24,05/14/2023,META,150572.6676656821,346.228105684148
25,05/14/2023,TER,368480.83713803557,135.2455457359679
26,05/14/2023,CERS,13461349.888652887,3.2800945327916646
27,05/14/2023,VERV,1724873.4556898288,24.373436528309586
28,05/14/2023,TWOU,6045144.60455175,5.442254224819131
29,05/14/2023,NVTA,19116146.239579037,1.560194777769817
0,05/13/2023,TSLA,3820453.796831289,311.3093789344842
1,05/13/2023,ROKU,9224449.175048143,87.28584579347105
2,05/13/2023,ZM,8466325.236646064,85.08393107728728
3,05/13/2023,PATH,29292321.8422586,22.809890015715418
4,05/13/2023,SQ,7355787.640098774,80.52195307414424
5,05/13/2023,COIN,8266811.492007937,65.99661511213662
6,05/13/2023,EXAS,4318681.427578343,113.61150019027535
7,05/13/2023,SHOP,5980653.3513119565,80.41246560206878
8,05/13/2023,U,8688978.170314662,50.69269957092596
9,05/13/2023,TWLO,4677563.671731716,82.80902471305329
10,05/13/2023,DKNG UW,12793807.255310185,30.20637701814475
11,05/13/2023,NTLA,6853268.837096691,55.43715669419478
12,05/13/2023,CRSP,5136464.482014851,71.70212893473426
13,05/13/2023,TDOC,12005896.700925466,30.656492181121532
14,05/13/2023,RBLX,6950518.904997406,49.42751100472095
15,05/13/2023,DNA,113661850.69222829,2.372228561634403
16,05/13/2023,BEAM,6164134.055841103,41.36193389516396
17,05/13/2023,PACB,14531945.213168738,16.191980592489184
18,05/13/2023,HOOD,19127706.835037682,12.140944125698127
19,05/13/2023,PD,7622256.605045768,27.87064428053549
20,05/13/2023,TXG,2187176.245800897,71.4344928918832
21,05/13/2023,VCYT,4607488.333710686,32.2623084382279
22,05/13/2023,PLTR,5070441.861656861,20.194355960580054
23,05/13/2023,TWST,3784981.65547096,22.639576170264757
24,05/13/2023,META,151941.043135049,342.8539361668843
25,05/13/2023,TER,371829.5201778486,133.92750889760592
26,05/13/2023,CERS,13583684.04967802,3.2481283382378767
27,05/13/2023,VERV,1740548.7741996173,24.135904955295672
28,05/13/2023,TWOU,6100081.71706948,5.389216681046366
29,05/13/2023,NVTA,19289870.10320314,1.544989883731124
0,05/12/2023,TSLA,3857841.384955892,315.85143024174033
1,05/12/2023,ROKU,9314721.149209715,88.55935959298505
2,05/12/2023,ZM,8549178.085472345,86.32531860534314
3,05/12/2023,PATH,29578981.313225117,23.142689789107575
4,05/12/2023,SQ,7427772.585669418,81.69678064752168
5,05/12/2023,COIN,8347711.8665716285,66.95951578981793
6,05/12/2023,EXAS,4360944.753099932,115.26910930158701
7,05/12/2023,SHOP,6039181.006953372,81.58569573653394
8,05/12/2023,U,8774009.93730654,51.432313787312694
9,05/12/2023,TWLO,4723339.077818386,84.01722101037618
10,05/12/2023,DKNG UW,12919009.553687364,30.647092664722205
11,05/12/2023,NTLA,6920336.051154107,56.24599326344708
12,05/12/2023,CRSP,5186730.766776495,72.74827392906673
13,05/12/2023,TDOC,12123388.377252772,31.10377507656059
14,05/12/2023,RBLX,7018537.824186494,50.14866592701019
15,05/12/2023,DNA,114774164.22489966,2.4068397380671875
16,05/12/2023,BEAM,6224457.283782185,41.965410817581734
17,05/12/2023,PACB,14674157.214981161,16.428224058294497
18,05/12/2023,HOOD,19314893.714645986,12.318082351748993
19,05/12/2023,PD,7696849.259658121,28.277281230317588
20,05/12/2023,TXG,2208580.3116481905,72.4767330355412
21,05/12/2023,VCYT,4652577.971034024,32.73302043771377
22,05/12/2023,PLTR,5120062.038215626,20.48899469328991
23,05/12/2023,TWST,3822022.1073961467,22.969891038682253
24,05/12/2023,META,153427.96312991122,347.8562273740903
25,05/12/2023,TER,375468.304911879,135.8815316737522
26,05/12/2023,CERS,13716616.212052377,3.29551902596892
27,05/12/2023,VERV,1757582.0702794003,24.488051488847695
28,05/12/2023,TWOU,6159778.118306782,5.467846174173153
29,05/12/2023,NVTA,19478643.93917881,1.5675315217155528
0,05/11/2023,TSLA,3842104.7472234126,316.5158181751046
1,05/11/2023,ROKU,9276725.187821621,88.7456426497216
2,05/11/2023,ZM,8514304.874000726,86.50690239611882
3,05/11/2023,PATH,29458324.79395059,23.191370030415037
4,05/11/2023,SQ,7397473.733364152,81.86862839003585
5,05/11/2023,COIN,8313660.4620603835,67.10036395466751
6,05/11/2023,EXAS,4343155.891168359,115.51157584749122
7,05/11/2023,SHOP,6014546.400647913,81.75730981388983
8,05/11/2023,U,8738219.607412988,51.540500755594394
9,05/11/2023,TWLO,4704071.962211937,84.19394975841878
10,05/11/2023,DKNG UW,12866311.230215171,30.711558285610966
11,05/11/2023,NTLA,6892107.098598227,56.364305721920736
12,05/11/2023,CRSP,5165573.416085261,72.90129864494202
13,05/11/2023,TDOC,12073935.496238288,31.169201320877818
14,05/11/2023,RBLX,6989908.29380154,50.25415276457404
15,05/11/2023,DNA,114305985.45256893,2.4119024831631637
16,05/11/2023,BEAM,6199066.911399809,42.05368432181926
17,05/11/2023,PACB,14614299.41548165,16.46278053892395
18,05/11/2023,HOOD,19236105.746220425,12.343993221522245
19,05/11/2023,PD,7665452.80853572,28.336761994496463
20,05/11/2023,TXG,2199571.2247523353,72.62918656991849
21,05/11/2023,VCYT,4633599.499203173,32.80187377101904
22,05/11/2023,PLTR,5099176.637955931,20.532092933594118
23,05/11/2023,TWST,3806431.5811645174,23.01820780085462
24,05/11/2023,META,152802.1104747909,348.5879368358333
25,05/11/2023,TER,373936.7207680965,136.16735608791424
26,05/11/2023,CERS,13660664.34708295,3.3024510923311023
27,05/11/2023,VERV,1750412.6639805967,24.53956167484983
28,05/11/2023,TWOU,6134651.580668855,5.479347692519396
29,05/11/2023,NVTA,19399188.01224875,1.5708287967267782
0,05/10/2023,TSLA,3843534.7894250355,318.8506421641336
1,05/10/2023,ROKU,9280178.011048533,89.40028751573502
2,05/10/2023,ZM,8517473.922240784,87.1450328759652
3,05/10/2023,PATH,29469289.26535781,23.362444472753037
4,05/10/2023,SQ,7400227.093910023,82.47254398141465
5,05/10/2023,COIN,8316754.829885546,67.59533934116546
6,05/10/2023,EXAS,4344772.42601611,116.36366342988833
7,05/10/2023,SHOP,6016785.031747901,82.3604042479454
8,05/10/2023,U,8741471.997347094,51.920696596246366
9,05/10/2023,TWLO,4705822.831037233,84.81501841388265
10,05/10/2023,DKNG UW,12871100.107470984,30.93810646711777
11,05/10/2023,NTLA,6894672.360260138,56.78008504657901
12,05/10/2023,CRSP,5167496.057050717,73.43906545195011
13,05/10/2023,TDOC,12078429.449015545,31.39912537138009
14,05/10/2023,RBLX,6992509.957343595,50.62485967615766
15,05/10/2023,DNA,114348530.46210138,2.429694225166316
16,05/10/2023,BEAM,6201374.221553285,42.36389931059217
17,05/10/2023,PACB,14619738.898860231,16.584220583058286
18,05/10/2023,HOOD,19243265.47892471,12.435050444697351
19,05/10/2023,PD,7668305.911647674,28.545792153107854
20,05/10/2023,TXG,2200389.9113535127,73.16494610346982
21,05/10/2023,VCYT,4635324.137979372,33.04384146226191
22,05/10/2023,PLTR,5101074.565853674,20.683550839877363
23,05/10/2023,TWST,3807848.345713321,23.188004887356495
24,05/10/2023,META,152858.983850415,351.15934537365297
25,05/10/2023,TER,374075.90106811863,137.1718139736204
26,05/10/2023,CERS,13665748.884804795,3.3268120929200338
27,05/10/2023,VERV,1751064.1725011691,24.72058124476908
28,05/10/2023,TWOU,6136934.915254918,5.519766880762455
29,05/10/2023,NVTA,19406408.44463149,1.582416238954472
0,05/09/2023,TSLA,3840164.5450234306,314.3807724475006
1,05/09/2023,ROKU,9272040.58815498,88.14701220440865
2,05/09/2023,ZM,8510005.284547891,85.92337329026253
3,05/09/2023,PATH,29443448.805310693,23.03493350289423
4,05/09/2023,SQ,7393738.125993699,81.31638658968375
5,05/09/2023,COIN,8309462.194865809,66.64774093504064
6,05/09/2023,EXAS,4340962.666056264,114.73239679121559
7,05/09/2023,SHOP,6011509.149733069,81.20581890886982
8,05/09/2023,U,8733806.944557173,51.192836216832156
9,05/09/2023,TWLO,4701696.480185698,83.62602258890725
10,05/09/2023,DKNG UW,12859813.946305213,30.50439460676608
11,05/09/2023,NTLA,6888626.693394575,55.98410238543417
12,05/09/2023,CRSP,5162964.8831155915,72.40954563523128
13,05/09/2023,TDOC,12067838.349556077,30.958950627889855
14,05/09/2023,RBLX,6986378.500539368,49.915165238538286
15,05/09/2023,DNA,114248262.73571526,2.395633084301
16,05/09/2023,BEAM,6195936.4805420805,41.77001275191486
17,05/09/2023,PACB,14606919.425152754,16.35173146258785
18,05/09/2023,HOOD,19226391.81670956,12.260727272473838
19,05/09/2023,PD,7661581.875965824,28.145617416069708
20,05/09/2023,TXG,2198460.4760325444,72.13926908213067
21,05/09/2023,VCYT,4631259.604657434,32.58060994649362
22,05/09/2023,PLTR,5096601.634310284,20.393594461229032
23,05/09/2023,TWST,3804509.393349833,22.862939332739302
24,05/09/2023,META,152724.94782296073,346.2365498197699
25,05/09/2023,TER,373747.88863154105,135.24884423112675
26,05/09/2023,CERS,13653765.927398121,3.2801745308121397
27,05/09/2023,VERV,1749528.7332382125,24.374030970529148
28,05/09/2023,TWOU,6131553.678535516,5.442386955617147
29,05/09/2023,NVTA,19389391.728769902,1.5602328292627023
0,05/08/2023,TSLA,3808484.1111266515,306.1701811135247
1,05/08/2023,ROKU,9195548.483325263,85.8449022856405
2,05/08/2023,ZM,8439799.787695486,83.67933750324309
3,05/08/2023,PATH,29200547.434123706,22.433336834226594
4,05/08/2023,SQ,7332741.5647254605,79.19267013639784
5,05/08/2023,COIN,8240911.130270574,64.90712124036229
6,05/08/2023,EXAS,4305150.768108141,111.73596410391583
7,05/08/2023,SHOP,5961915.645078482,79.08499011959351
8,05/08/2023,U,8661755.137836328,49.8558477803852
9,05/08/2023,TWLO,4662908.6150312545,81.44198604297625
10,05/08/2023,DKNG UW,12753723.574167704,29.707720191671818
11,05/08/2023,NTLA,6831797.179960706,54.52198184190434
12,05/08/2023,CRSP,5120371.664576843,70.51844656049686
13,05/08/2023,TDOC,11968281.58561335,30.15040470520055
14,05/08/2023,RBLX,6928742.558206885,48.61154536398009
15,05/08/2023,DNA,113305742.04604554,2.333067030759566
16,05/08/2023,BEAM,6144821.494765017,40.679117459397546
17,05/08/2023,PACB,14486415.853011861,15.924678040722984
18,05/08/2023,HOOD,19067778.70836966,11.940517418964344
19,05/08/2023,PD,7598375.668179533,27.410546499847012
20,05/08/2023,TXG,2180323.705857972,70.25522874164194
21,05/08/2023,VCYT,4593052.826785295,31.72971161833011
22,05/08/2023,PLTR,5054555.896613125,19.860980877235285
23,05/08/2023,TWST,3773123.1058789245,22.265834585864383
24,05/08/2023,META,151465.0037353657,337.1939903994712
25,05/08/2023,TER,370664.55844059994,131.71658944426702
26,05/08/2023,CERS,13541125.642370336,3.194507165193868
27,05/08/2023,VERV,1735095.5419689226,23.737461482189634
28,05/08/2023,TWOU,6080969.835390271,5.3002497160332736
29,05/08/2023,NVTA,19229433.910358686,1.5194846815716145
0,05/07/2023,TSLA,3833242.356720314,303.50970381323094
1,05/07/2023,ROKU,9255327.030662106,85.0989497795988
2,05/07/2023,ZM,8494665.353576314,82.95220275379978
3,05/07/2023,PATH,29390374.752224173,22.238401510348098
4,05/07/2023,SQ,7380410.351370502,78.50452245173022
5,05/07/2023,COIN,8294483.758047253,64.34310836994051
6,05/07/2023,EXAS,4333137.75109782,110.76503024274182
7,05/07/2023,SHOP,6000672.947837948,78.39777812448052
8,05/07/2023,U,8718063.594092768,49.422623516597625
9,05/07/2023,TWLO,4693221.315124835,80.73429284316776
10,05/07/2023,DKNG UW,12836633.15479597,29.449573840103657
11,05/07/2023,NTLA,6876209.420498457,54.048211030750046
12,05/07/2023,CRSP,5153658.246719081,69.90567386772894
13,05/07/2023,TDOC,12046085.154220877,29.888411629907853
14,05/07/2023,RBLX,6973785.022585344,48.18913351282365
15,05/07/2023,DNA,114042321.56348464,2.3127937570762023
16,05/07/2023,BEAM,6184767.834373509,40.32563473876454
17,05/07/2023,PACB,14580589.343302382,15.78629995214577
18,05/07/2023,HOOD,19191734.784964073,11.83675984390795
19,05/07/2023,PD,7647771.292637067,27.172361525444007
20,05/07/2023,TXG,2194497.584022675,69.64474329000753
21,05/07/2023,VCYT,4622911.407415313,31.453995096236365
22,05/07/2023,PLTR,5087414.6227109,19.688398137161524
23,05/07/2023,TWST,3797651.4761660825,22.072354779070846
24,05/07/2023,META,152449.649503053,334.2639305419418
25,05/07/2023,TER,373074.1796712433,130.57203318795857
26,05/07/2023,CERS,13629153.977131924,3.1667483750735705
27,05/07/2023,VERV,1746375.074796966,23.53119391814967
28,05/07/2023,TWOU,6120501.0872582765,5.254192996844914
29,05/07/2023,NVTA,19354440.87730095,1.506281062300911
0,05/06/2023,TSLA,3810190.383247157,307.92831015832246
1,05/06/2023,ROKU,9199668.261051005,86.33785171496541
2,05/06/2023,ZM,8443580.9758691,84.1598515532359
3,05/06/2023,PATH,29213629.825578295,22.56215637150662
4,05/06/2023,SQ,7336026.770107362,79.64742027893463
5,05/06/2023,COIN,8244603.212605397,65.27983910155918
6,05/06/2023,EXAS,4307079.556181258,112.3775884552002
7,05/06/2023,SHOP,5964586.694806715,79.53912192835138
8,05/06/2023,U,8665635.766158542,50.14213632003633
9,05/06/2023,TWLO,4664997.68531175,81.90965249111767
10,05/06/2023,DKNG UW,12759437.480890766,29.878311610907186
11,05/06/2023,NTLA,6834857.952887935,54.835064845309724
12,05/06/2023,CRSP,5122665.686860505,70.92338648195205
13,05/06/2023,TDOC,11973643.599633634,30.32353816330491
14,05/06/2023,RBLX,6931846.764476958,48.89068871329676
15,05/06/2023,DNA,113356505.13789658,2.346464262636689
16,05/06/2023,BEAM,6147574.489735213,40.912710220331995
17,05/06/2023,PACB,14492906.038286319,16.0161227362535
18,05/06/2023,HOOD,19076321.429898944,12.009083764673928
19,05/06/2023,PD,7601779.88260854,27.567946798464902
20,05/06/2023,TXG,2181300.5316617386,70.65865718052638
21,05/06/2023,VCYT,4595110.600365985,31.911913971858983
22,05/06/2023,PLTR,5056820.432201636,19.97502910757387
23,05/06/2023,TWST,3774813.535607642,22.393692270599388
24,05/06/2023,META,151532.86289023282,339.1302682763582
25,05/06/2023,TER,370830.6230961617,132.47294906342213
26,05/06/2023,CERS,13547192.319948519,3.2128510673025445
27,05/06/2023,VERV,1735872.8972271539,23.873769728570206
28,05/06/2023,TWOU,6083694.223622704,5.330685478707968
29,05/06/2023,NVTA,19238049.056442264,1.5282100582300484
0,05/05/2023,TSLA,3777938.5532015655,306.1393802807622
1,05/05/2023,ROKU,9121796.52568161,85.8362662569156
2,05/05/2023,ZM,8372109.235294856,83.67091933113132
3,05/05/2023,PATH,28966347.42512606,22.431080032294997
4,05/05/2023,SQ,7273930.059759315,79.18470332467237
5,05/05/2023,COIN,8174815.744038098,64.90059156010688
6,05/05/2023,EXAS,4270621.745975874,111.72472342485494
7,05/05/2023,SHOP,5914098.70942443,79.07703414051734
8,05/05/2023,U,8592284.415213984,49.85083226377242
9,05/05/2023,TWLO,4625510.23261876,81.4337929492438
10,05/05/2023,DKNG UW,12651433.636536842,29.70473158410054
11,05/05/2023,NTLA,6777003.448280624,54.51649691048979
12,05/05/2023,CRSP,5079304.246487489,70.51135237885163
13,05/05/2023,TDOC,11872291.205249403,30.147371563404487
14,05/05/2023,RBLX,6873171.286019771,48.606655024647786
15,05/05/2023,DNA,112396984.91173036,2.33283232335868
16,05/05/2023,BEAM,6095537.581420259,40.67502512522825
17,05/05/2023,PACB,14370229.033885507,15.923076012258475
18,05/05/2023,HOOD,18914847.536269553,11.939316198522889
19,05/05/2023,PD,7537433.6720108045,27.407788988793527
20,05/05/2023,TXG,2162836.6422102205,70.24816103980604
21,05/05/2023,VCYT,4556214.715589383,31.726519597678063
22,05/05/2023,PLTR,5014016.347170208,19.858982855258514
23,05/05/2023,TWST,3742861.1572856796,22.263594634720544
24,05/05/2023,META,150250.19413915253,337.1600685600909
25,05/05/2023,TER,367691.681198564,131.7033387069524
26,05/05/2023,CERS,13432520.426853884,3.1941857965988096
27,05/05/2023,VERV,1721179.38534694,23.73507348483908
28,05/05/2023,TWOU,6032198.037759569,5.299716508963569
29,05/05/2023,NVTA,19075206.199217804,1.5193318208541144
0,05/04/2023,TSLA,3774477.379785887,308.6441631917467
1,05/04/2023,ROKU,9113439.555552712,86.53856470890128
2,05/04/2023,ZM,8364439.094155636,84.35550126467666
3,05/04/2023,PATH,28939809.79084607,22.6146075023261
4,05/04/2023,SQ,7267266.019834948,79.8325797642115
5,05/04/2023,COIN,8167326.354114761,65.4315977067302
6,05/04/2023,EXAS,4266709.198895652,112.63883704758585
7,05/04/2023,SHOP,5908680.48439443,79.72402964820031
8,05/04/2023,U,8584412.5597089,50.25870371316954
9,05/04/2023,TWLO,4621272.553041489,82.1000710764447
10,05/04/2023,DKNG UW,12639842.9753452,29.947770895080392
11,05/04/2023,NTLA,6770794.669645706,54.96254207365338
12,05/04/2023,CRSP,5074650.821721438,71.08826486331206
13,05/04/2023,TDOC,11861414.358491803,30.39403248312629
14,05/04/2023,RBLX,6866874.402838224,49.00434681704051
15,05/04/2023,DNA,112294011.96743798,2.351919180241915
16,05/04/2023,BEAM,6089953.130446804,41.00782160421799
17,05/04/2023,PACB,14357063.691461623,16.05335604565122
18,05/04/2023,HOOD,18897518.623548444,12.03700175323811
19,05/04/2023,PD,7530528.222205144,27.632035086842198
20,05/04/2023,TXG,2160855.1508272733,70.82292013528478
21,05/04/2023,VCYT,4552040.521375356,31.986100851290054
22,05/04/2023,PLTR,5009422.736172513,20.021465842059385
23,05/04/2023,TWST,3739432.120165636,22.445751766308746
24,05/04/2023,META,150112.5418268315,339.9186577269637
25,05/04/2023,TER,367354.8190039547,132.78091412965767
26,05/04/2023,CERS,13420214.16989595,3.2203201083312387
27,05/04/2023,VERV,1719602.5200146206,23.929270018461324
28,05/04/2023,TWOU,6026671.615560693,5.343077932549584
29,05/04/2023,NVTA,19057730.37327051,1.5317627481575544
0,05/03/2023,TSLA,3793737.2777882703,320.50479393075096
1,05/03/2023,ROKU,9159942.395185782,89.86408348781318
2,05/03/2023,ZM,8407120.034479544,87.59712890784179
3,05/03/2023,PATH,29087479.978979953,23.483645510752552
4,05/03/2023,SQ,7304348.452239443,82.90039980569134
5,05/03/2023,COIN,8209001.493930104,67.94601434444408
6,05/03/2023,EXAS,4288480.791544916,116.96734155995634
7,05/03/2023,SHOP,5938830.508360017,82.7876783072397
8,05/03/2023,U,8628215.951191869,52.19005378309649
9,05/03/2023,TWLO,4644853.364119986,85.2550266622361
10,05/03/2023,DKNG UW,12704339.874379497,31.09860896170593
11,05/03/2023,NTLA,6805343.774491541,57.07465204933303
12,05/03/2023,CRSP,5100545.070749792,73.820056874867
13,05/03/2023,TDOC,11921939.196163904,31.562019566451443
14,05/03/2023,RBLX,6901913.770487406,50.88749424543341
15,05/03/2023,DNA,112867010.82241958,2.442299133118266
16,05/03/2023,BEAM,6121028.128209369,42.58367719283129
17,05/03/2023,PACB,14430322.994535511,16.670257159899545
18,05/03/2023,HOOD,18993946.35236115,12.499561717189897
19,05/03/2023,PD,7568953.993741221,28.69388366140487
20,05/03/2023,TXG,2171881.273284846,73.54451543420751
21,05/03/2023,VCYT,4575268.064508594,33.21526821040843
22,05/03/2023,PLTR,5034984.148055971,20.790854158852937
23,05/03/2023,TWST,3758513.1939076413,23.308300957605617
24,05/03/2023,META,150878.5160143963,352.9811100957545
25,05/03/2023,TER,369229.30800807255,137.88344182819998
26,05/03/2023,CERS,13488693.042617926,3.344071120731166
27,05/03/2023,VERV,1728377.077604366,24.848828103110968
28,05/03/2023,TWOU,6057423.708878614,5.548402646007141
29,05/03/2023,NVTA,19154975.609157164,1.5906255892616397
0,05/02/2023,TSLA,3764885.1442951337,329.8506596632497
1,05/02/2023,ROKU,9090279.19464665,92.4845050052293
2,05/02/2023,ZM,8343182.199103383,90.15144641206595
3,05/02/2023,PATH,28866263.855173472,24.168424652934466
4,05/02/2023,SQ,7248797.416099358,85.31776148147911
5,05/02/2023,COIN,8146570.3898220435,69.92730866249042
6,05/02/2023,EXAS,4255866.034322576,120.378089511336
7,05/02/2023,SHOP,5893664.510275877,85.201753043145
8,05/02/2023,U,8562596.63698977,53.711906948681566
9,05/02/2023,TWLO,4609528.321950549,87.74104886001332
10,05/02/2023,DKNG UW,12607720.819564117,32.00543915372603
11,05/02/2023,NTLA,6753587.769088134,58.73893927649195
12,05/02/2023,CRSP,5061754.401683001,75.97263728234444
13,05/02/2023,TDOC,11831270.455553243,32.48236273354393
14,05/02/2023,RBLX,6849423.330880498,52.3713649945988
15,05/02/2023,DNA,112008634.54995449,2.5135161639051846
16,05/02/2023,BEAM,6074476.4806547705,43.825410037321156
17,05/02/2023,PACB,14320577.491644455,17.15635904696308
18,05/02/2023,HOOD,18849493.57780337,12.864046828601923
19,05/02/2023,PD,7511390.579345233,29.53059246926554
20,05/02/2023,TXG,2155363.680251996,75.68906109975
21,05/02/2023,VCYT,4540472.232510167,34.183819829110526
22,05/02/2023,PLTR,4996692.082965941,21.39711195939799
23,05/02/2023,TWST,3729928.946642749,23.987967082192572
24,05/02/2023,META,149731.05461511048,363.273979729948
25,05/02/2023,TER,366421.24500734784,141.90409973554966
26,05/02/2023,CERS,13386108.82451929,3.44158367057787
27,05/02/2023,VERV,1715232.4230017702,25.573415739425055
28,05/02/2023,TWOU,6011355.785699983,5.710193131333321
29,05/02/2023,NVTA,19009298.17477895,1.637007963158761
0,05/01/2023,TSLA,3801337.4799026125,328.05054332313523
1,05/01/2023,ROKU,9178293.010545138,91.97978305367317
2,05/01/2023,ZM,8423962.479483755,89.65945681914839
3,05/01/2023,PATH,29145752.524137855,24.036528672562657
4,05/01/2023,SQ,7318981.654405451,84.8521510846359
5,05/01/2023,COIN,8225447.037187959,69.54568962594799
6,05/01/2023,EXAS,4297072.140495209,119.72114201230009
7,05/01/2023,SHOP,5950728.0934802685,84.73677574700758
8,05/01/2023,U,8645501.329781257,53.41878132190325
9,05/01/2023,TWLO,4654158.653805036,87.2622136928715
10,05/01/2023,DKNG UW,12729791.175749231,31.830773703452323
11,05/01/2023,NTLA,6818977.2931978945,58.4183792857963
12,05/01/2023,CRSP,5110763.272642151,75.55802666457834
13,05/01/2023,TDOC,11945823.07131157,32.30509453592422
14,05/01/2023,RBLX,6915740.753167147,52.08555519819845
15,05/01/2023,DNA,113093123.50009876,2.4997989819465163
16,05/01/2023,BEAM,6133290.719821692,43.586238659580275
17,05/01/2023,PACB,14459232.052623384,17.06273048702981
18,05/01/2023,HOOD,19031997.96760402,12.793842994782688
19,05/01/2023,PD,7584117.294711847,29.369433167381903
20,05/01/2023,TXG,2176232.3222470297,75.27599806148693
21,05/01/2023,VCYT,4584433.950143624,33.99726615447264
22,05/01/2023,PLTR,5045071.008153474,21.280340051442145
23,05/01/2023,TWST,3766042.8296814114,23.857055925140873
24,05/01/2023,META,151180.77922675296,361.29146004204466
25,05/01/2023,TER,369969.00534658623,141.12967688332927
26,05/01/2023,CERS,13515715.681740154,3.4228016829729246
